,user_id,book_id,review_id,rating,review_text,date_added,date_updated,read_at,started_at,n_votes,n_comments
173228,82e9ca353c40d6fd330114c0a2159f84,8475505,f097f6ea23e89d04874eea7ab7dea926,2,So much meh and disappointment. Will n0t be continuing this series.,Sat Apr 30 23:27:41 -0700 2016,Wed May 04 21:30:59 -0700 2016,Thu May 05 21:30:59 -0700 2016,Sat Apr 30 00:00:00 -0700 2016,0,0
491063,aed35dbc626957174ebedf3c555b63d0,45032,57b8839ebcee36c0e3762b84074d3daf,4,"I think this is my favorite Jane Austen, though that's hard to determine. It has a lovely Bronte-esque feel and Fanny is a wonderful character. Much softer and sweeter in tone. 
 (Showcased in Top Ten Tuesday: Classics Not by White Men)",Mon Jun 23 16:58:14 -0700 2014,Sat Sep 10 16:31:38 -0700 2016,Thu Sep 11 00:00:00 -0700 2014,Sat Sep 06 00:00:00 -0700 2014,0,0
1367371,7c9d7864f39658d394164f811cc3137d,6487308,242505f66c24d00d04ebd8687f3ad264,3,"I had a hard time getting through this book. It was very slow moving and I had a hard time believing the ""love story."" I did like the ancillary characters which is why I am pushing on with the three follow-on books sitting on my TBR pile.",Sun Mar 17 12:50:13 -0700 2013,Sun Mar 17 12:53:22 -0700 2013,,,1,3
81493,e5c46effa7efbdab215176440baa38c3,16029994,182a7bb4669c51fdc0a29ed5e2af7011,3,Well-written with a super-interesting and well-developed main character. Female grifter? I'm in! And I can't wait for the second book. Should be a gooder!,Wed Feb 20 10:18:53 -0800 2013,Tue Feb 26 11:55:19 -0800 2013,Tue Feb 26 11:55:19 -0800 2013,Wed Feb 20 00:00:00 -0800 2013,0,0
492042,15f9c25c19873dcc94d3c76aba22c049,20645398,c3ac662862380a521c4665a6c73ace63,3,"Gah! I'm having a hard time rating this. 
 I'm not sure if I liked Gavin or not. He started out as an asshole, then a slut, and ended up needy. I can sympathize with him though. 
 Davy on the other hand, I LOVED. His quiet fortitude is so admirable! I wish I have some of that or I wish I'll be with somebody who has that. 
 I thought this was light based on the blurb. But oh, it was the opposite! It was quite fun in the first half, and then turned serious in the last half. I ended up liking the whole story (I got teary eyed in the last 10%) but it was not what I wanted. 
 Overall it was one of those that I liked, but not enough to love it. 
 3.5 STARS.",Tue Mar 04 21:30:12 -0800 2014,Mon May 04 16:56:48 -0700 2015,Mon May 04 16:56:48 -0700 2015,Sun May 03 00:00:00 -0700 2015,8,0
362203,f991d2c07ff6b68da43206cde2d6457a,16130549,e0ab34962ef8538c32bf5b10d26fe678,4,"This book was fucking scary as hell and fucking scary as fuck. That's Stephen King for ya folks. 
 Let's start with the good stuff. 
 The overall writing was absolutely amazing. The story was very planned and very well done. I think the main character(s) were very developed and the interaction between them was believable. 
 That being said, this isn't Stephen King's greatest book in the world in my opinion. It's still a fantastic book and scary to read. 
 Overall grade: A. 
 Good job, Stephen King.",Sat Oct 12 21:14:43 -0700 2013,Mon Jan 06 21:09:37 -0800 2014,Wed Dec 04 00:00:00 -0800 2013,Sat Oct 12 00:00:00 -0700 2013,0,0
1024039,a63a6cb4a04e72c647077c2019053f20,25431172,64271fc43b8c1cfee1b46265c0585d24,5,"I received this book in exchange for an honest review. 
 Have you ever read a book that captured everything so perfectly? Well, this is that book for me. The Forgotten Room is a beautiful book that tells the story of a love that knows no bounds. 
 I was fascinated by the plot of this book and it was amazing to see the twists and turns in this book. The characters were intriguing and I didn't want the book to end. I took my time with this book. I usually devour these kind of books but I had to slow my pace to truly appreciate the minute details that we woven into this book. 
 Even though I own an ARC of this book, I will have to buy it. This was just one of those books that needs a spot on my bookshelf.",Tue Nov 17 21:40:51 -0800 2015,Wed Dec 02 10:48:34 -0800 2015,Wed Dec 02 10:48:34 -0800 2015,Tue Nov 17 00:00:00 -0800 2015,0,0
1318956,31c85fc6bf4ed80533c3212fc88b8386,20423680,55c2a36e5aa39adfca3f39d60e3c0e10,3,"When Ethan Burke reveals the truth about Wayward Pines, the ensuing chaos is nothing compared to the hell unleashed when David Pilcher throws open the gates... 
 I got this from Netgalley. 
 The Wayward Pines trilogy draws to a close with The Last Town. How does it stack up? 
 Well, while the books all feature the same characters and share the same setting, they aren't really the same type of books. Pines is a paranoid tale of a man trying to unravel the truth. Wayward is a tale of a man struggling with that truth. And The Last Town is more survival horror than anything else. 
 The pace is pretty frantic with aberrations swarming the town. Throw in the monkey wrench that is Hassler and it's off to the races. Lots of people die and Wayward Pines is left with an uncertain future. 
 As with the previous book, much of my dislike of this book has to do with Pines setting the bar way too high. It's a pretty suspenseful tale but doesn't stack up to it's progenitor very well, mostly because, again, Pines set the bar too high. 
 The Last Town, while not my favorite of the series, wrapped up the tale of Wayward Pines in a very satisfactory way. Three out of five stars.",Mon Mar 23 11:16:17 -0700 2015,Tue Mar 31 04:15:39 -0700 2015,Mon Mar 30 00:00:00 -0700 2015,Fri Mar 27 00:00:00 -0700 2015,73,6
61866,672c51cd91e667ed4675e26a2b7956d0,25810644,15fe324b9675b301ce4bae16564fd7b1,4,"Find this review at Forever Lost in Literature! 
 First, I have to say that A Fierce and Subtle Poison has, hands down, one of the most gorgeous covers that I've seen so far this year. I distinctly remember opening the package from Algonquin, unsure of what book lay inside, and pulling out this incredibly enticing and gorgeous book. 
 A Fierce and Subtle Poison centers around the story of Lucas, a seventeen-year-old boy who spends his summers with his father in beautiful Puerto Rico. Growing up, he has been surrounded by stories about a cursed girl with green skin and grass hair. Lucas' girlfriend goes missing one day, and he is then inexplicably drawn to Isabel, a girl filled with poison who cannot so much as touch someone - the cursed girl. 
 This was an extremely enjoyable and rather quick read, as I was immediately hooked and thus able to power through it in only a couple days. The premise of the story itself is fresh and remarkable, and I loved the setting of Puerto Rico. Mabry brought the entire island to life with its rich characters, culture, descriptions, and overall atmosphere - I definitely now have the urge to visit. 
 A Fierce and Subtle Poison is beautifully written with a fluid, almost lyrical-like prose at times that made this book a breeze to read through. Regardless of the plot or characters, the writing style itself is well-developed and displays talent. The pacing is not very consistent, however, as it moves rather slowly at times, then suddenly fast and rushing, almost leaving me behind wondering what was happening. 
 The characters are all very distinct in their personalities, but there is a lack of fleshing out that caused them to suffer. A few characters appear too one-dimensional, while others, such as Lucas, are much more developed, which created a sort of double layer in which part of the book was well-developed and strong, while the other part appeared weaker. There was also a lack of chemistry between many important characters, and I failed to see how such strong relationships could have formed between various people in such short amounts of time. Lucas' actions are a bit random at times as well; I wasn't entirely sure what his motivation was, besides the obvious attempts to find his girlfriend, but even then it just didn't account for all of his actions. 
 This book fell short in its lack of explanation. The storyline has much promise and potential, but I feel like Mabry didn't quite delve as deep into the elements of the story as she could have. While there is an abundance of folktale and myth-like stories that add a deep level of culture and atmosphere, I think she spent too much time on those and not enough on the present day issues. I understood that Isabel was born with poison inside her that makes others sick - but how exactly? There is a backstory, but it only left me with more questions. The ending is open-ended, which I do enjoy in books, but I felt sort of jilted when I finished, and I haven't yet decided if it was a good feeling or a bad one. 
 Overall, I found this to be an exceptional magical realism book that was very compelling and entertaining to read, so I will be giving A Fierce and Subtle Poison three-and-a-half stars.",Fri Mar 25 19:56:51 -0700 2016,Tue Mar 29 09:10:03 -0700 2016,Fri Mar 25 00:00:00 -0700 2016,Fri Mar 25 00:00:00 -0700 2016,2,0
607937,1755c512fce3f11b59f866a2796db6aa,13533758,527a37793c05ecbf0f822904ae99b888,4,"it was nice to see them back in Russia. 
 though so not long enough",Fri Feb 14 07:28:11 -0800 2014,Thu Jun 19 10:18:08 -0700 2014,Sun Feb 23 00:00:00 -0800 2014,Sun Feb 23 00:00:00 -0800 2014,0,0
829825,1f31f2e340297492d886994a1245535a,9461562,666c51b92a328868124b4a29880a3ca5,3,"Fairly straightforward but reasonably entertaining hero-myth fantasy, with some interesting world-building and reversal of gender stereotypes. The character names made me cringe though - Moon, Flower, Chime...please?!",Thu Oct 13 00:43:09 -0700 2011,Thu Mar 24 09:31:12 -0700 2016,Mon Dec 10 14:21:00 -0800 2012,Sat Nov 10 00:00:00 -0800 2012,0,0
282147,31791a4a12ea63e9202c91611b82198d,5041279,97590e891074c6b562ea20ac91686fea,4,"LJ really knows how to write a western romance...with lots of hot sex. I enjoyed Trevor & Ed's story and the way she worked out a HEA for everyone involved in this one. I do have some issues with the ease that Chassie seemed to have not only in accepting that her husband has had a male lover, but also within a few days of finding out, she is welcoming him into her home, life, and bed and happily sharing her husband with him. I just found it to be a bit unbelievable that she would reach that point so quickly. It was, however, a good story from LJ, as always.",Thu Oct 31 15:14:57 -0700 2013,Thu Nov 07 18:27:15 -0800 2013,Thu Nov 07 00:00:00 -0800 2013,Wed Nov 06 00:00:00 -0800 2013,0,0
721252,b203e4fba0ee0d5843b229781c884234,10429082,b19c133721c1d807b9cedcc8c5516625,4,"Review: Eve was quite the interesting dystopian. While it wasn't the best it was still a totally engaging read. 
 Eve, the character, was, well, not very interesting and it took me forever to warm up to her. Caleb, the love interest, was a little better but I mostly enjoyed some other secondary characters. Mainly the little boys at Caleb's home and Arden, Eve's friend. Both were characters I loved. 
 The plot, while a little typical, was quite addicting. I was so curious about Eve's world and I just soaked up everything we got to learn about it. I love the idea of men being this awful creatures. Which I realize sounds odd but it was a really cool idea that was nicely executed! 
 I enjoyed the end of the story so much more than the start. There was so much more action and I even grew to like the characters. 
 I LOVED the ending. It was a cliffhanger of sorts but it was a huge twist in the plot that I didn't expect at all. I really can't wait for the second book. 
 Overall, Eve is a great as a dystopian but in other aspects, like characters, it lacked. Never less, I think this book will be enjoyed by quite a few readers. 
 Rating: 3.5 stars",Thu Jul 21 18:34:57 -0700 2011,Sat Mar 31 13:50:56 -0700 2012,Sat Sep 24 00:00:00 -0700 2011,Sun Sep 18 00:00:00 -0700 2011,0,0
532296,b6cf16f53f90af005288120d2ce60310,10429045,fa602f667e4b27f0090a6eda46de5067,5,IDK WHAT TEAM I'M ON YET. I loved the romance between Adam & Juliette in this book though. I'm loving this whole Omega Point place right now... I WANT UNRAVEL ME,Sat Jan 25 18:48:57 -0800 2014,Sat Apr 12 10:48:16 -0700 2014,Sat Apr 12 10:48:16 -0700 2014,Wed Apr 09 00:00:00 -0700 2014,1,1
413797,f9c8685f513a933925972175e45109eb,25296512,e65e645cd1100c1f0bbe4cd7682acab9,5,"4,5 STARS 
 Believe it or not but this is my second book by this author and I didn't like the first one that I've read by her. So I don't know what hit me when I picked up this book but I got to tell you, I freaking love it! Seriously, the story is right up my alley. The plot is dark with lots of elements that would make the reader really feel the pain and the live that Tasmin or as she is later called Pim is living every single day at the hands of her buyer/captor/master. 
 After trusting the wrong person, Pim's life makes a 180deg turn and we get to see all almost all the gory details of her captivity. She get's beaten so many times, I honestly don't know how she's still alive and not only that, the beatings are not the worst part. The sexual and mental abuse are most horrific parts of her captivity. She gets depersonified and is treated as an expensive possession, master's favourite toy, that he quite often likes to share with his horrible friends. I have so much respect and empathy for her. She's such a strong character and I love how the story unfolds. They 
 may have broken her body but they never broke her spirit and that is what makes her a survivor and not just a victim. The ending is my favourite part, since we get to see at least some justice for what's been done to her. 
 Her captor is an extreme sadist and clearly very disturbed. No sane person would do such horror as he did. We get to see glimpses of his mental instability, like near the end of the story, and his obsession with his possession is truly on a level I will never fully understand. I think you'd have to be at least a bit mentally ill to fully grasp his reasons for his doings. His friends very pure evil but he himself, is in my opinion, just a sick individual that needed some serious help. But in the end, I guess fate took that into it's own hands and I'm actually really glad by the story's ending. 
 Now, as for Elder's character, I still don't quite get him. He's not a good person but I also don't think he's a completely evil one, either. He's definitely intrigued by this girl, who writes s many notes to No One. We get to see some glimpses of his personality in his POV but I think there is still so much hidden and that makes him a very unpredictable yet very interesting person. 
 I think the following books will be quite entertaining and with many plot twists. I definitely am looking forward to that and can't wait for the next book to come out! 
 ARC received in exchange for an honest review.",Tue Jul 19 20:32:28 -0700 2016,Sat Jul 23 23:02:15 -0700 2016,Fri Jul 22 00:00:00 -0700 2016,Tue Jul 19 00:00:00 -0700 2016,46,25
741947,cfa7862b40e61e5ebfcaf3491992ec6e,25116648,e990d90656ec6b4a653ca0ca8e18f89d,2,"This was a really cute novella but I would have liked a little bit more of them together in New York rather than going back to what was happening when they stopped talking. 
 Oh well, it was still cute. I can't fault a lot.",Fri May 06 03:21:47 -0700 2016,Sun Oct 02 04:34:26 -0700 2016,Fri May 06 03:24:41 -0700 2016,Fri May 06 00:00:00 -0700 2016,0,0
841855,9b85dba011003ed8aab2bdb03e498305,9640626,1c9fb1cccb274b9cde2deaf2b0eef35a,4,"I normally would never have picked up a zombie book, but this is a Diana Rowland book so I just had to give it a chance. 
 One of the main reasons that this was not a five star book for me was that it took me a long time to warm up to Angel, I feel like she had to start liking herself and being willing to turn her life around before I was able to like her. By the end of the book she is a new Angel, and not in a bad way. 
 The book is gruesome in some ways, so if you are one of those people who faints at the thought of blood this might not be for you. On the other hand, Angel is one of those characters who just spits out whatever crazy thought is going through her head (and there's a lot of them) so the book has a healthy dose of humor as well. 
 The main plot is interesting and a good mystery, although it does kind of take a backseat to Angel just trying to get her bearings (it does take a while to get used to the idea of craving brains after all). I was a little bit surprised that Angel never asked any questions like ""I wonder where zombies come from?"" or ""how does this magic stuff work?"", but then again she was a bit busy with the murders and the whole trying to make sure she didn't rot away thing. 
 Overall, the book is really well written, and I did enjoy reading it. Like all of this author's books, the story just kind of sucks you in and it was a fast read. I will definitely look for the next in this series, but I am much more excited for the next Kara book.",Thu Jul 21 14:58:02 -0700 2011,Thu Jul 21 15:42:24 -0700 2011,Thu Jul 21 00:00:00 -0700 2011,Thu Jul 21 00:00:00 -0700 2011,0,0
1205929,fc18cfc845e161e9a7e2794014111875,18190208,c692f7c19fb9df777ff510c94d0a0e31,5,Late posting this review but here are my thoughts: https://agingerlyreview.wordpress.com...,Thu Jan 01 06:13:23 -0800 2015,Thu Apr 07 06:18:08 -0700 2016,Fri Jan 02 00:00:00 -0800 2015,Thu Jan 01 00:00:00 -0800 2015,1,0
321587,4e123830b00d61a272259cd581340f2f,17234658,4e673734e96731298050b8c08af3bd53,4,"""Every form of art is another way of seeing the world. Another perspective, another window. And science -that's the most spectacular window of all. You can see the entire universe from there.""",Thu Jan 12 17:06:24 -0800 2017,Thu Jan 12 17:07:33 -0800 2017,Fri Jan 13 23:29:51 -0800 2017,,1,0
1121952,8466e38c9ddd0396311d41e7f49d8307,21400356,cf802212447e157fc1d5fe0e50159d9d,5,"ARC received in exchange of honest review. 
 My full review will come during the Blog Tour for Debt Inheritance, but I can already say I LOVED it!!! 
 WOW!! Pepper Winters is defininetly my Dark Queen! She has the ability to make me feel disgusted and not by her stories, but by the fact that I love even her darker scenes! 
 This book has one scene that would be quite ""light and normal""(or not) in some dark books, but in Pepper's book it is a very disturbing scene. Only because she writes it so well...I was conflicted because I loved it, but something tells me I shouldn't haha Could it be my consciense, but then, who am I kidding? I don't listen to that old hag! LOL 
 Now, seriously, this book was really impressive and I want more ASAP. We can see Pepper not only is an OFF THE CHARTS AMAZING writer, but she gives us versatility. She writes dark stories, but they are all different from each other and I love that!",Tue Mar 18 21:09:28 -0700 2014,Wed Aug 13 14:34:39 -0700 2014,Wed Aug 13 14:34:39 -0700 2014,Wed Aug 13 00:00:00 -0700 2014,1,0
889067,d01c2d723ac41e8c1e7ee20fb73a30a9,13640928,4f9723a17fc5f1a9b610b1f44680e84b,4,"I actually had no clue going into this book that it is a re-telling of Greek mythology! I love mythology but I was just intrigued with the premise of a romance with someone invisible. Psyche is a model and after having an almost nude photo of herself made into a billboard she is being stalked by the paparazzi. Erik comes to her rescue by making them invisible. Psyche falls for him even though he will not let her see him. She can touch him and in the dark she can see his arms and shadows but he doesn't let her see his face. 
 Psyche then visits an entire other world where Erik has a palace. Of course she falls for him more but when her jealous friend puts doubts in her head Psyche loses trust in Erik. She wants to know what he is hiding and what he looks like. I couldn't totally blame Psyche for wanting to see Erik. Love is definitely more than looks but it just seems very suspicious. Erik was holding things back. I understand he wants Psyche to love him for him and not care about looks but it was still dishonest. 
 Erik completely freaks out and Psyche is devastated. She will do anything to win Erik back. At this point she gets the can't eat, can't sleep, can't live without Erik syndrome. It was a little annoying even though he is a god and the strong love is explained. But the adventure was fun and I was rooting for their romance. The kingdom and mythology descriptions and stories were intriguing and different. I loved when Psyche got to ride on the winged horse and the palace and clothes sounded gorgeous. It was something completely different than what I was expecting but a wonderful surprise. I highly recommend it for mythology and romance fans. 
 ""It was silly to be miserable over an invisible guy from an unknown world. I needed to get a grip-possibly some anitpsychotic meds."" 
 ""Love looks not with the eyes, but with the mind..."" He ruffled my hair. ""This is all I want. Don't ask to see me, and I'll give you every desire of your heart.""",Wed Jul 18 19:05:12 -0700 2012,Wed Aug 29 03:46:31 -0700 2012,Wed Aug 29 03:46:31 -0700 2012,Wed Aug 29 00:00:00 -0700 2012,0,0
699955,e20330120f127447d0c5e1f3ce1ecc5c,33128934,ee11ca41dd9f1b1c72a69ff8161ea82f,4,"Really enjoyed the last third, after (view spoiler)[ Gwen/Gina is arrested for the murders she did not commit. (hide spoiler)] Great, motivated action. Although I almost didn't make it, because after the opening chapter, the story jumps forward and proceeds to fill in the skipped time with a bunch of flashbacks that drain the tension. (view spoiler)[ Also, I didn't find it believable that seemingly the whole world believed that she was guilty of helping her murdering husband, even though she was acquitted. Sure, some people might question her involvement. But, not everyone. (hide spoiler)] Love the way the Caine wrapped everything up in just a few pages after the big fight scene and you know exactly what the characters will do next without the need for an epilogue.",Thu Aug 31 05:54:41 -0700 2017,Thu Sep 28 08:32:03 -0700 2017,Thu Sep 28 08:32:03 -0700 2017,Sun Sep 17 09:00:15 -0700 2017,0,0
623234,fc158f58f621d1b9244cd6c630c1bd18,227350,cf85a190fd0a322ac3fa1b05b78abce8,3,"This graphic novel explores themes of racial identity, prejudices and straddling cultures. The main character, Ben Tanaka, is rather whiny and passive aggressive, however he says things like: Tell me you don't agree that when you see a white guy with an Asian girl it has certain ... connotations. And when asked: And when you see an Asian guy a white girl you think? His response: Good for him! Good for both of them! In this multicultural word we inhabit, the book explores interesting questions.",Sun Feb 17 13:19:41 -0800 2013,Sun Feb 17 13:35:11 -0800 2013,Sun Feb 17 13:35:11 -0800 2013,,0,0
221818,dc30a62840f85f48932f424aec81c776,11233988,48eae80aadfe3fb2d7b7c81bc9e2a88d,5,"Hilarious children's book about a unamused yet polite bear looking for his hat. Very simple lines and illustrations, yet the humor in the book really puts it in a 5 star rating! I don't want to ruin it by giving away the whole book... but let's say that, in nature, bears and rabbits don't really get along. So to speak. :p",Sat Mar 24 16:17:19 -0700 2012,Sat Mar 24 16:21:33 -0700 2012,Sun Jan 01 00:00:00 -0800 2012,,0,0
725614,964bdca66ccd6cde33a13f7fc6535378,16068927,635cf9022251bb70b4f70191475df8a7,5,So funny! And definitely the most relatable book I've ever read.,Thu Jan 21 14:33:44 -0800 2016,Thu Jan 21 14:35:29 -0800 2016,Wed Jan 20 00:00:00 -0800 2016,,0,0
764056,fa1c3ea12b93d8e747d640f59fd1dee8,113436,60c1fcd4e9aa8b3cf49bfdb4aca0edca,3,"This book was kind of repitive, each chapter ended up cover a dayspan. The objectives changing constantly without really being accomplished. The story sometimes would skip around. On the good side, the characters had strong emotions, and interactions. I look forward to reading the next book.",Sat Aug 28 17:10:03 -0700 2010,Sun Sep 12 17:49:53 -0700 2010,Sun Sep 12 00:00:00 -0700 2010,Sat Aug 28 00:00:00 -0700 2010,1,0
536577,f81b61b4cd06226b094c328a9c2ec901,25671827,a9a265659a8a71322fc4b08e268169a1,5,"4.5 ""Runaway Bride"" Stars! 
 Having fallen in love with Kylie Scott's writing in the Stage Drive Series, I just knew I had to read Dirty the moment I read the blurb. Once again, Ms. Scott pulls off an engaging, deliciously seductive romance with, in this case, even a decent dose of comedy to keep you entertained along the way. 
 In a quasi-spin-off of the Stage Dive Series, Ms. Scott's debut of the Dive Bar Series even features a cameo by one of my favorite Stage Dive characters (Mal). The hero of Dirty, Vaughan, is a member of a group that used to open for Stage Dive. Now on a respite from his musical career, after his band broke-up, and back home in his hometown for short stint in between, Vaughan lands head first into quite the drama of the town when he finds a runaway bride, Lydia Green, in the shower of his home. 
 Instead of shooing her away though, Vaughan proves to be quite the friend to Lydia, who is new to town and feels all alone after learning a devastating truth about the man she thought she wanted to marry ... literally minutes before walking down the aisle. Vaughan, moreover, has a way of making Lydia finally feel desired, even though she is somewhat self-cautious about her appearance, given the way she describes herself as generously sized. Moreover, pretty soon Vaughan is introducing Lydia to his sister and friends, and Lydia finds herself intertwined with the small town and its people. 
 However, when friendship starts to turn into passion, Lydia must decide whether she is willing to lay her heart out on the line again, especially to a man like Vaughan, who has made it abundantly clear that as soon as he can settle his business at home, he is going back on the road for his musical career. Can there possibly be a HEA under the circumstances? 
 If you love rooting for vindication and the underdog, and love a little heat and spice along with your romantic comedy, then you will definitely want to give Dirty a read! 
 Source: Review copy provided in exchange for an honest review.",Sat Mar 26 15:25:24 -0700 2016,Sat Apr 16 17:14:40 -0700 2016,Sun Apr 10 00:00:00 -0700 2016,Sat Mar 26 00:00:00 -0700 2016,10,2
103090,c7f69107735d55d58b453205f39ea3e7,195381,e863ccd816e67f922c37ccd924058012,3,"I think that I would have enjoyed this book a lot more if I had read it when I was younger. In fact, I think it probably would have made it to my favorites list. The writing was absolutely beautiful, none of the characters annoyed me (a rare find in YA, I must add), and the plot was interesting. Bottom line, this book is an excellent read if you want a YA fantasy/romance book that was done right.",Sun Oct 28 07:16:50 -0700 2012,Sun Oct 26 12:05:56 -0700 2014,Tue Aug 26 00:00:00 -0700 2014,,0,0
957016,291ef5385b4c711bf6d2a681f68a48e8,15714676,afc6e1b9b382c03b49571043e09d7213,3,"It's not that this is a poorly written book, it's that you have to be the right audience for it. It's very...out there. It's kinda in the Hangover type of genre. You either find uproariously funny, kinda funny but also a little crass, or completely without merit. I fall into the middle category. Hence the three stars.",Fri Oct 19 08:01:19 -0700 2012,Wed Jan 09 19:12:58 -0800 2013,Wed Jan 09 00:00:00 -0800 2013,Tue Jan 08 00:00:00 -0800 2013,1,0
1014379,952b9f75cdb75b36131ec68cb377e89f,216443,6b01fba4386321646f7e97f2e41f9fe5,4,"Here's the thing - this feels like Star Wars. 
 I've read a number of other Star Wars books and short stories - some are good, some are atrocious. What Zahn does successfully is write about the characters, situations, technology, and ship battles in a way that feels right. 
 While I don't think these should be the next movie episodes, I can see why some people want them to be.",Sat May 25 21:18:12 -0700 2013,Thu Aug 27 21:03:43 -0700 2015,Tue Dec 10 00:00:00 -0800 2013,Sun Nov 24 00:00:00 -0800 2013,0,0
429357,1a9ab18b7a3343393f7d5505e51b65fb,5986331,10ed514c3e99f0d1d64746f03f3631dd,4,"I'm getting a little confused re. the plot, and even though the back to Sunnydale flashback was cute, I really would have preferred a little more clue to what's going on!",Mon Feb 23 13:17:16 -0800 2009,Fri Jul 17 11:24:20 -0700 2009,Wed Jul 15 00:00:00 -0700 2009,,0,0
1162938,52cb91abbce523beaaf4479bfac83be4,11553,a488f595617c8555ee7f46d3a06d41cc,4,"I swung from 3 to 5 and back again. 4 stars seems like a fair score. 
 This is my kind of story; sad, funny and a little spooky, it has all the elements of a great read. However, it felt a little formulaic. I could see the author's hand in the story. The characterization was pretty good, but now and then it felt like the author had decided on the plot and the characters were mechanical--there to serve the theme. The story lacked a little spontaneity and the voice verged on preachy at times, eg there is no good versus bad, people aren't always who/what you expect them to be, are we ruled by free will or destiny, nothing stays the same, etc. 
 However, I enjoyed reading Boy's Life & recommend it as a decent coming of age story.",Thu Nov 20 02:01:41 -0800 2014,Thu Nov 20 02:24:08 -0800 2014,Thu Nov 20 02:24:08 -0800 2014,,0,0
1133175,2a21459aba83e1bdb75bd3d6cb61eb5d,216443,27bb69f19bad788a5544aaacc629ba36,4,"I read this post Star Wars series a number of years ago. At the time, I thought it was awesome. A very believable series set after the Emperor's death.",Sun Nov 03 16:48:12 -0800 2013,Sun Nov 03 16:50:00 -0800 2013,,,0,0
390214,0eeda67a91ec034181eb8a3f2d9a8132,71728,9dce480583449c796a338a5830d3da4f,4,"I adore this book. I always assumed it was a childrens book and that was why it was so simply written but reading some reviews it seems it's not? Anyone know who the intended audience was? 
 I love how simple the book is and how it introduces some big ideas without getting over complicated. I think it is a good commentary on the importance of being yourself and not merely following the crowd. It certainly has some spiritual aspects worth thinking about. 
 Those who give it a bad review are perhaps expecting too much from it - or were expecting too much from it when they read it? I was lucky enough to never have heard of it when someone handed it to me and I read it there and then. I think that previous expectations can have a big effect on your enjoyment of a book. I got more out of it than I had bargained.",Sun Mar 22 05:33:12 -0700 2009,Sun Mar 22 05:37:31 -0700 2009,Mon Jan 01 00:00:00 -0800 2007,,0,0
189246,4041e4516bb002ebb4a06a7fbee5ddee,22628,960ec070f0bb0ec90a140d87aee34af3,4,"I must admit I only read this because of the upcoming movie with its wonderful cast, but I was positively surprised. I liked the letter format, I don't read too many of those books and it was therefore very refreshing. I also really liked the characters, they were sympathetic and understandable and I liked the way Charlie navigated us through their lives. I truly think Charlie is quite a wonderful person, especially so given everything that's happened. Although I must admit that I didn't fully realize what that was exactly until the last few pages. 
 I am now really looking forward to the movie, mostly because I'm curious as to how they will adapt it. But if it's not done well, at least there's always the novel to go back to, because it is a good read and I would not mind reading it again.",Sun Jul 17 08:35:49 -0700 2011,Sat Jul 23 13:04:47 -0700 2011,Sat Jul 23 00:00:00 -0700 2011,Sat Jul 23 00:00:00 -0700 2011,1,0
1046331,a19b7405ea86c07001b245c3d257fa47,23573418,54a8ff09a5581585c26f129fe1c98799,5,Where is the 6 star option??,Wed Feb 08 04:08:08 -0800 2017,Fri Oct 13 02:43:07 -0700 2017,Wed Feb 08 12:22:56 -0800 2017,Fri Feb 03 00:00:00 -0800 2017,4,0
1084252,87867ab9ed9a7d375c01173f1f0939ea,15796700,60e9145221bab8d35c264c4e1a10be70,3,"I liked many things about this book and I loathed many things about this book. 
 I'm not sure that I've ever highlighted so many beautiful or insightful phrasings; Adichie is gifted with words, and many times I found myself nodding in appreciation. She can cut to the core of a person's motivations and I admired how cold-blooded she was with regard to her character insights -- no needed attempts at finding the good of someone, just accepting that some people live their lives making terrible choices and pointing it out. Lots of people living someone else's dream, people living ""transactional lives."" Very interesting. Terrible explanation on my part, but I really did enjoy the lack of over-bright optimism in the novel. Her world was honest and it helped me look at my own life in an honest way. 
 That aside, I have to admit that it was a struggle to finish the book. Save for those brief moments of appreciation for wording/phrasing, I found little to enjoy. I never liked Ifemelu or Obinze, never rooted for their relationship or even got the impression that I was supposed to root for their reunion. Ifemelu had a fairly unvarying, reactionary approach to life; I feel like she was the same person from beginning to end. Maybe it was an intended run-off from the blogging, but the book felt like a book of observations, not growth. A study. A fascinating, revealing, needed examination of race, but more like a memoir or collection of essays than a novel. 
 Ah, the indecision. I liked Americanah and I do not regret reading it, but I will never pick it up again. I definitely plan on reading more of Adichie's work, though.",Tue May 05 17:44:03 -0700 2015,Wed May 27 09:50:28 -0700 2015,Wed May 27 09:50:28 -0700 2015,Tue May 05 00:00:00 -0700 2015,1,0
513855,1980b83706f35eed9ee4c1136dff46e8,10165727,002706802a54a5df4660f773fe51699f,0,"DNF @pg 165 
 Alright, hear me out. I liked the first book but it put me in a slump and I liked this book too, but I've been reading this for like over a week now and I really don't feel it. It isn't the books fault. It's actually a really good book and I really would love to continue reading it, but whenever I pick it up I put it back down. I simple don't want to force myself to read this because that never ends well. I don't want to have a bad and boring time reading this. 
 I'm leaving my rating blank because the book is amazing and I haven't really read this properly. I'm reading a few pages or so a day and honestly, I'm not even paying much attention to this book and don't have much of a clue as to what is going on. I don't know if I'll come back to this in the future (most likely not), but for now it's a DNF.",Wed Jun 29 16:01:51 -0700 2016,Fri May 19 13:41:38 -0700 2017,,Thu Feb 09 00:00:00 -0800 2017,55,23
